"年度","リーグID","チームID","打者ID","月","試合","打席","打数","得点","安打","二塁打","三塁打","本塁打","塁打","打点","三振","四球","死球","犠打","犠飛","盗塁","盗塁死","併殺打","打率","長打率","出塁率","OPS","年間通算打数","年間通算安打","年間通算打率"
2012,2,11,11749,4,4,12,9,0,3,0,0,0,3,1,1,3,0,0,0,0,0,0,0.333333333333,0.333333333333,0.5,0.833333333333,9,3,0.333333333333333
2012,2,11,11749,5,11,15,14,3,1,0,0,0,1,0,4,0,0,1,0,1,0,0,0.0714285714286,0.0714285714286,0.0714285714286,0.142857142857,23,4,0.173913043478261
2012,2,11,11749,6,13,7,6,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0.166666666667,0.166666666667,0.166666666667,0.333333333333,29,5,0.172413793103448
2012,2,11,11749,7,7,10,8,2,2,1,1,0,5,0,1,1,0,1,0,0,1,0,0.25,0.625,0.333333333333,0.958333333333,37,7,0.189189189189189
2013,2,7,11749,3,2,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,1,2,1,0.5
2013,2,7,11749,4,13,17,15,1,2,1,0,0,3,1,2,1,0,1,0,0,0,0,0.133333333333,0.2,0.1875,0.3875,17,3,0.176470588235294
2013,2,7,11749,5,13,19,18,1,4,1,0,0,5,1,1,0,0,1,0,0,0,0,0.222222222222,0.277777777778,0.222222222222,0.5,35,7,0.2
2013,2,7,11749,6,16,25,22,1,1,1,0,0,2,2,4,1,0,2,0,0,0,2,0.0454545454545,0.0909090909091,0.0869565217391,0.177865612648,57,8,0.140350877192982
2013,2,7,11749,7,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,58,9,0.155172413793103
2014,2,7,11749,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,2,7,11749,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0
2014,2,7,11749,5,9,29,27,3,7,0,0,1,10,3,4,0,0,2,0,0,0,1,0.259259259259,0.37037037037,0.259259259259,0.62962962963,28,7,0.25
2010,1,1,11751,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,1,1,11751,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,1,1,11751,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,1,1,11751,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,11,11751,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2009,2,376,11752,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2009,2,376,11752,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2009,2,376,11752,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2009,2,376,11752,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2009,2,376,11752,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,2,376,11752,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,2,376,11752,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,2,376,11752,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,2,376,11752,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,2,376,11752,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,2,376,11752,5,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,2,376,11752,6,5,4,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0
2011,2,376,11752,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0
2011,2,376,11752,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0
2012,2,376,11752,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,376,11752,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,2,376,11752,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,376,11752,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,376,11752,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,2,376,11752,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2014,2,376,11752,5,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,2,9,11755,4,19,77,68,6,13,5,0,2,24,7,25,8,0,1,0,0,0,2,0.191176470588,0.352941176471,0.276315789474,0.629256965944,68,13,0.191176470588235
2009,2,9,11755,5,24,89,74,6,21,5,0,1,29,12,17,9,3,1,2,0,0,1,0.283783783784,0.391891891892,0.375,0.766891891892,142,34,0.23943661971831
2009,2,9,11755,6,16,68,60,7,12,1,0,1,16,8,16,5,2,1,0,0,0,0,0.2,0.266666666667,0.283582089552,0.550248756219,202,46,0.227722772277228
2009,2,9,11755,7,20,77,71,6,16,5,0,2,27,10,22,4,0,0,2,0,1,2,0.225352112676,0.380281690141,0.25974025974,0.640021949881,273,62,0.227106227106227
2009,2,9,11755,8,19,70,58,9,12,0,0,3,21,5,12,10,1,1,0,0,0,2,0.206896551724,0.362068965517,0.333333333333,0.695402298851,331,74,0.223564954682779
2009,2,9,11755,9,22,83,68,5,20,5,0,1,28,5,23,13,0,1,1,0,1,0,0.294117647059,0.411764705882,0.40243902439,0.814203730273,399,94,0.235588972431078
2009,2,9,11755,10,4,15,15,0,3,1,1,0,6,2,6,0,0,0,0,0,0,0,0.2,0.4,0.2,0.6,414,97,0.234299516908213
2010,2,9,11755,3,8,33,30,5,6,2,0,1,11,3,8,3,0,0,0,0,0,3,0.2,0.366666666667,0.272727272727,0.639393939394,30,6,0.2
2010,2,9,11755,4,15,63,51,7,13,4,0,1,20,8,17,12,0,0,0,0,0,1,0.254901960784,0.392156862745,0.396825396825,0.78898225957,81,19,0.234567901234568
2010,2,9,11755,5,19,73,60,10,15,1,0,5,31,8,25,9,3,0,1,0,0,3,0.25,0.516666666667,0.369863013699,0.886529680365,141,34,0.24113475177305
2010,2,9,11755,6,18,67,51,6,14,1,0,1,18,5,17,13,1,2,0,1,0,0,0.274509803922,0.352941176471,0.430769230769,0.78371040724,192,48,0.25
2010,2,9,11755,7,14,47,43,10,14,1,0,2,21,4,17,3,1,0,0,0,0,1,0.325581395349,0.488372093023,0.382978723404,0.871350816428,235,62,0.263829787234043
2010,2,9,11755,8,4,12,12,2,3,1,0,0,4,1,7,0,0,0,0,0,0,0,0.25,0.333333333333,0.25,0.583333333333,247,65,0.263157894736842
2011,2,9,11755,4,16,56,42,7,9,0,0,0,9,2,9,8,1,4,1,0,0,0,0.214285714286,0.214285714286,0.346153846154,0.56043956044,42,9,0.214285714285714
2011,2,9,11755,5,20,84,69,7,16,3,0,1,22,6,21,11,1,2,1,0,1,3,0.231884057971,0.31884057971,0.341463414634,0.660303994344,111,25,0.225225225225225
2011,2,9,11755,6,18,57,46,4,14,0,0,2,20,3,13,10,0,1,0,0,0,0,0.304347826087,0.434782608696,0.428571428571,0.863354037267,157,39,0.248407643312102
2011,2,9,11755,7,24,82,76,4,12,1,0,1,16,6,18,3,1,1,1,0,0,2,0.157894736842,0.210526315789,0.197530864198,0.408057179987,233,51,0.218884120171674
2011,2,9,11755,8,21,80,73,5,16,4,1,0,22,5,21,4,0,2,1,0,0,1,0.219178082192,0.301369863014,0.25641025641,0.557780119424,306,67,0.218954248366013
2011,2,9,11755,9,5,17,13,1,2,0,0,1,5,2,4,3,0,1,0,0,0,0,0.153846153846,0.384615384615,0.3125,0.697115384615,319,69,0.216300940438871
2011,2,9,11755,10,5,21,19,0,6,0,0,0,6,1,5,1,0,1,0,0,0,1,0.315789473684,0.315789473684,0.35,0.665789473684,338,75,0.22189349112426
2012,2,9,11755,3,2,8,6,1,2,2,0,0,4,2,0,1,1,0,0,0,0,0,0.333333333333,0.666666666667,0.5,1.16666666667,6,2,0.333333333333333
2012,2,9,11755,4,15,55,53,2,14,0,0,2,20,6,10,1,0,0,1,0,0,2,0.264150943396,0.377358490566,0.272727272727,0.650085763293,59,16,0.271186440677966
2012,2,9,11755,5,21,75,67,5,16,2,0,0,18,3,12,6,1,1,0,0,0,1,0.238805970149,0.268656716418,0.310810810811,0.579467527229,126,32,0.253968253968254
2012,2,9,11755,6,18,68,60,5,16,4,0,1,23,7,14,7,1,0,0,0,1,0,0.266666666667,0.383333333333,0.352941176471,0.736274509804,186,48,0.258064516129032
2012,2,9,11755,7,19,66,59,8,12,0,0,3,21,9,15,3,1,2,1,0,0,2,0.203389830508,0.35593220339,0.25,0.60593220339,245,60,0.244897959183673
2012,2,9,11755,8,15,55,50,5,11,1,0,2,18,7,12,1,0,4,0,0,0,1,0.22,0.36,0.235294117647,0.595294117647,295,71,0.240677966101695
2012,2,9,11755,9,23,87,71,9,20,2,0,1,25,5,13,10,0,6,0,0,0,4,0.281690140845,0.352112676056,0.37037037037,0.722483046427,366,91,0.248633879781421
2012,2,9,11755,10,7,25,19,0,3,1,0,0,4,2,4,4,0,1,1,0,0,1,0.157894736842,0.210526315789,0.291666666667,0.502192982456,385,94,0.244155844155844
2013,2,9,11755,6,6,22,21,2,7,1,0,0,8,2,2,0,0,0,1,0,0,3,0.333333333333,0.380952380952,0.318181818182,0.699134199134,21,7,0.333333333333333
2013,2,9,11755,7,2,7,5,1,2,0,0,0,2,0,2,1,1,0,0,0,0,0,0.4,0.4,0.571428571429,0.971428571429,26,9,0.346153846153846
2013,2,9,11755,8,24,84,70,8,15,3,0,2,24,13,24,7,3,2,2,0,0,2,0.214285714286,0.342857142857,0.30487804878,0.647735191638,96,24,0.25
2013,2,9,11755,9,14,39,33,2,6,0,0,1,9,2,5,3,1,1,1,0,0,0,0.181818181818,0.272727272727,0.263157894737,0.535885167464,129,30,0.232558139534884
2013,2,9,11755,10,2,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,134,30,0.223880597014925
2014,2,9,11755,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2014,2,9,11755,4,10,27,24,3,7,2,0,0,9,4,3,2,1,0,0,0,0,0,0.291666666667,0.375,0.37037037037,0.74537037037,26,7,0.269230769230769
2014,2,9,11755,5,5,10,9,0,2,0,0,0,2,0,1,1,0,0,0,0,0,1,0.222222222222,0.222222222222,0.3,0.522222222222,35,9,0.257142857142857
2009,2,11,11760,5,5,8,8,0,3,1,0,0,4,0,2,0,0,0,0,0,0,0,0.375,0.5,0.375,0.875,8,3,0.375
2009,2,11,11760,6,4,6,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.166666666667,0.166666666667,13,3,0.230769230769231
2009,1,3,11763,4,20,58,53,5,12,1,0,1,16,1,12,4,1,0,0,0,0,0,0.22641509434,0.301886792453,0.293103448276,0.594990240729,53,12,0.226415094339623
2009,1,3,11763,5,19,54,50,7,10,2,0,3,21,9,6,4,0,0,0,0,0,4,0.2,0.42,0.259259259259,0.679259259259,103,22,0.213592233009709
2009,1,3,11763,6,13,42,39,5,12,1,0,1,16,2,6,1,2,0,0,0,1,1,0.307692307692,0.410256410256,0.357142857143,0.767399267399,142,34,0.23943661971831
2009,1,3,11763,7,22,50,44,3,13,4,1,0,19,6,4,3,1,1,1,1,1,0,0.295454545455,0.431818181818,0.34693877551,0.778756957328,186,47,0.252688172043011
2009,1,3,11763,8,15,39,33,5,9,2,1,1,16,4,3,4,0,2,0,0,0,0,0.272727272727,0.484848484848,0.351351351351,0.8361998362,219,56,0.255707762557078
2009,1,3,11763,9,24,81,77,12,29,11,0,3,49,11,10,2,1,1,0,0,1,1,0.376623376623,0.636363636364,0.4,1.03636363636,296,85,0.287162162162162
2009,1,3,11763,10,5,17,16,0,3,0,0,0,3,1,3,0,0,1,0,0,0,0,0.1875,0.1875,0.1875,0.375,312,88,0.282051282051282
2010,1,3,11763,3,4,10,8,2,2,1,0,0,3,0,1,1,0,1,0,0,0,1,0.25,0.375,0.333333333333,0.708333333333,8,2,0.25
2010,1,3,11763,4,17,19,16,0,2,1,0,0,3,0,3,3,0,0,0,0,0,0,0.125,0.1875,0.263157894737,0.450657894737,24,4,0.166666666666667
2010,1,3,11763,5,10,25,23,3,8,1,0,1,12,2,3,1,0,1,0,0,0,0,0.347826086957,0.521739130435,0.375,0.896739130435,47,12,0.25531914893617
2010,1,3,11763,6,16,39,36,1,6,2,0,0,8,4,5,2,0,1,0,0,0,1,0.166666666667,0.222222222222,0.210526315789,0.432748538012,83,18,0.216867469879518
2010,1,3,11763,7,12,16,14,0,3,0,0,0,3,0,1,2,0,0,0,0,0,0,0.214285714286,0.214285714286,0.3125,0.526785714286,97,21,0.216494845360825
2010,1,3,11763,8,19,22,18,0,4,0,0,0,4,4,2,3,0,1,0,0,0,0,0.222222222222,0.222222222222,0.333333333333,0.555555555556,115,25,0.217391304347826
2010,1,3,11763,9,15,15,12,3,2,2,0,0,4,0,1,3,0,0,0,0,0,0,0.166666666667,0.333333333333,0.333333333333,0.666666666667,127,27,0.21259842519685
2010,1,3,11763,10,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,130,27,0.207692307692308
2011,1,3,11763,4,13,20,17,1,4,1,0,1,8,6,0,1,1,0,1,0,0,2,0.235294117647,0.470588235294,0.3,0.770588235294,17,4,0.235294117647059
2011,1,3,11763,5,18,58,50,4,16,2,0,0,18,3,10,6,0,1,1,0,0,1,0.32,0.36,0.385964912281,0.745964912281,67,20,0.298507462686567
2011,1,3,11763,6,19,77,70,9,21,3,0,1,27,8,7,2,1,3,1,0,0,1,0.3,0.385714285714,0.324324324324,0.710038610039,137,41,0.299270072992701
2011,1,3,11763,7,22,90,84,2,22,5,0,0,27,7,7,3,0,1,2,1,0,2,0.261904761905,0.321428571429,0.280898876404,0.602327447833,221,63,0.285067873303167
2011,1,3,11763,8,20,72,71,7,14,1,0,0,15,1,8,1,0,0,0,0,0,2,0.197183098592,0.211267605634,0.208333333333,0.419600938967,292,77,0.263698630136986
2011,1,3,11763,9,16,37,32,1,11,1,1,1,17,4,3,3,1,1,0,0,0,0,0.34375,0.53125,0.416666666667,0.947916666667,324,88,0.271604938271605
2012,1,3,11763,3,2,9,8,1,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0.125,0.125,0.222222222222,0.347222222222,8,1,0.125
2012,1,3,11763,4,18,44,42,3,9,2,0,1,14,1,6,0,1,1,0,0,0,0,0.214285714286,0.333333333333,0.232558139535,0.565891472868,50,10,0.2
2012,1,3,11763,5,21,28,25,4,8,1,0,0,9,3,4,2,1,0,0,0,0,0,0.32,0.36,0.392857142857,0.752857142857,75,18,0.24
2012,1,3,11763,6,19,69,63,4,15,2,0,0,17,4,6,5,0,0,1,2,0,0,0.238095238095,0.269841269841,0.289855072464,0.559696342305,138,33,0.239130434782609
2012,1,3,11763,7,20,46,36,6,9,3,0,0,12,2,3,8,1,0,1,0,0,1,0.25,0.333333333333,0.391304347826,0.724637681159,174,42,0.241379310344828
2012,1,3,11763,8,22,64,55,6,15,1,0,0,16,3,4,6,2,1,0,0,1,0,0.272727272727,0.290909090909,0.365079365079,0.655988455988,229,57,0.248908296943231
2012,1,3,11763,9,21,54,48,4,10,2,0,1,15,3,8,4,1,1,0,0,0,0,0.208333333333,0.3125,0.283018867925,0.595518867925,277,67,0.24187725631769
2012,1,3,11763,10,6,17,17,1,3,0,0,1,6,2,3,0,0,0,0,0,0,0,0.176470588235,0.352941176471,0.176470588235,0.529411764706,294,70,0.238095238095238
2013,1,3,11763,3,3,1,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,3,1,4,1,1,1
2013,1,3,11763,4,21,47,41,7,14,4,0,0,18,4,4,5,1,0,0,1,0,0,0.341463414634,0.439024390244,0.425531914894,0.864556305138,42,15,0.357142857142857
2013,1,3,11763,5,20,59,56,8,14,0,0,3,23,6,4,1,1,1,0,0,0,4,0.25,0.410714285714,0.275862068966,0.68657635468,98,29,0.295918367346939
2013,1,3,11763,6,14,48,44,4,13,2,0,0,15,4,6,2,2,0,0,0,0,2,0.295454545455,0.340909090909,0.354166666667,0.695075757576,142,42,0.295774647887324
2013,1,3,11763,7,15,41,39,7,15,3,0,1,21,4,3,1,1,0,0,1,0,1,0.384615384615,0.538461538462,0.414634146341,0.953095684803,181,57,0.314917127071823
2013,1,3,11763,8,19,52,48,2,11,3,0,0,14,4,10,3,1,0,0,0,0,0,0.229166666667,0.291666666667,0.288461538462,0.580128205128,229,68,0.296943231441048
2013,1,3,11763,9,23,76,69,5,20,0,0,2,26,12,12,4,2,1,0,1,0,1,0.289855072464,0.376811594203,0.346666666667,0.72347826087,298,88,0.295302013422819
2013,1,3,11763,10,3,10,8,0,1,0,0,0,1,2,1,1,0,0,1,0,0,0,0.125,0.125,0.2,0.325,306,89,0.290849673202614
2014,1,3,11763,3,2,8,7,0,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0.285714285714,0.285714285714,0.375,0.660714285714,7,2,0.285714285714286
2014,1,3,11763,4,16,25,21,2,4,1,0,0,5,2,2,4,0,0,0,0,0,0,0.190476190476,0.238095238095,0.32,0.558095238095,28,6,0.214285714285714
2014,1,3,11763,5,21,56,52,0,12,2,0,0,14,4,8,3,0,1,0,0,0,3,0.230769230769,0.269230769231,0.272727272727,0.541958041958,80,18,0.225
2009,1,4,11765,4,13,14,14,2,4,0,0,1,7,1,3,0,0,0,0,1,0,1,0.285714285714,0.5,0.285714285714,0.785714285714,14,4,0.285714285714286
2009,1,4,11765,5,17,31,24,2,3,1,0,0,4,0,6,2,1,4,0,0,0,1,0.125,0.166666666667,0.222222222222,0.388888888889,38,7,0.184210526315789
2009,1,4,11765,6,12,29,25,2,6,1,0,0,7,1,5,2,0,2,0,0,0,0,0.24,0.28,0.296296296296,0.576296296296,63,13,0.206349206349206
2009,1,4,11765,7,20,57,52,9,15,2,0,5,32,10,9,1,1,3,0,0,0,1,0.288461538462,0.615384615385,0.314814814815,0.930199430199,115,28,0.243478260869565
2009,1,4,11765,8,18,28,23,3,5,1,0,0,6,3,7,4,0,1,0,0,0,0,0.217391304348,0.260869565217,0.333333333333,0.594202898551,138,33,0.239130434782609
2009,1,4,11765,9,20,42,36,2,7,1,0,1,11,3,12,4,1,1,0,0,1,1,0.194444444444,0.305555555556,0.292682926829,0.598238482385,174,40,0.229885057471264
2009,1,4,11765,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,174,40,0.229885057471264
2010,1,4,11765,3,2,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2010,1,4,11765,4,15,29,27,2,8,0,0,1,11,2,3,2,0,0,0,0,0,1,0.296296296296,0.407407407407,0.344827586207,0.752234993614,32,8,0.25
2010,1,4,11765,5,12,15,14,0,4,1,0,0,5,1,3,0,1,0,0,0,1,0,0.285714285714,0.357142857143,0.333333333333,0.690476190476,46,12,0.260869565217391
2010,1,4,11765,6,6,7,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,51,12,0.235294117647059
2010,1,4,11765,7,2,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,53,12,0.226415094339623
2010,1,4,11765,8,7,18,13,0,1,0,1,0,3,0,3,2,1,2,0,0,0,1,0.0769230769231,0.230769230769,0.25,0.480769230769,66,13,0.196969696969697
2010,1,4,11765,9,10,22,18,1,4,1,0,0,5,2,8,1,2,1,0,0,0,0,0.222222222222,0.277777777778,0.333333333333,0.611111111111,84,17,0.202380952380952
2011,1,4,11765,5,2,3,3,1,2,1,0,1,6,1,1,0,0,0,0,0,0,0,0.666666666667,2,0.666666666667,2.66666666667,3,2,0.666666666666667
2011,1,4,11765,6,13,27,23,3,8,3,1,1,16,5,7,1,0,3,0,0,0,2,0.347826086957,0.695652173913,0.375,1.07065217391,26,10,0.384615384615385
2011,1,4,11765,7,23,79,69,7,19,4,0,2,29,11,11,5,2,3,0,0,0,4,0.275362318841,0.420289855072,0.342105263158,0.76239511823,95,29,0.305263157894737
2011,1,4,11765,8,16,23,18,0,2,0,0,0,2,2,7,5,0,0,0,0,0,0,0.111111111111,0.111111111111,0.304347826087,0.415458937198,113,31,0.274336283185841
2011,1,4,11765,9,14,13,9,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0.181818181818,0.181818181818,122,31,0.254098360655738
2011,1,4,11765,10,5,5,5,1,3,0,0,1,6,2,2,0,0,0,0,0,0,0,0.6,1.2,0.6,1.8,127,34,0.267716535433071
2012,1,3,11765,3,2,9,8,1,2,0,0,0,2,0,3,0,0,1,0,0,0,0,0.25,0.25,0.25,0.5,8,2,0.25
2012,1,3,11765,4,15,42,34,5,7,1,0,1,11,5,12,3,3,2,0,0,0,1,0.205882352941,0.323529411765,0.325,0.648529411765,42,9,0.214285714285714
2012,1,3,11765,5,13,13,11,1,1,0,0,0,1,3,0,1,0,0,1,0,0,0,0.0909090909091,0.0909090909091,0.153846153846,0.244755244755,53,10,0.188679245283019
2012,1,3,11765,6,11,16,13,2,3,0,0,0,3,2,4,2,1,0,0,0,0,0,0.230769230769,0.230769230769,0.375,0.605769230769,66,13,0.196969696969697
2012,1,3,11765,7,11,22,18,5,6,1,0,2,13,7,3,2,2,0,0,0,0,0,0.333333333333,0.722222222222,0.454545454545,1.17676767677,84,19,0.226190476190476
2012,1,3,11765,8,15,28,24,3,4,2,0,0,6,0,5,1,1,2,0,0,0,2,0.166666666667,0.25,0.230769230769,0.480769230769,108,23,0.212962962962963
2012,1,3,11765,9,15,16,14,2,1,0,0,0,1,1,2,0,1,1,0,0,0,1,0.0714285714286,0.0714285714286,0.133333333333,0.204761904762,122,24,0.19672131147541
2012,1,3,11765,10,6,9,8,1,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0.125,0.125,0.222222222222,0.347222222222,130,25,0.192307692307692
2013,1,3,11765,8,3,7,7,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0.285714285714,0.285714285714,0.285714285714,0.571428571429,7,2,0.285714285714286
2013,1,3,11765,9,9,16,13,1,1,0,0,0,1,0,5,0,0,3,0,0,0,0,0.0769230769231,0.0769230769231,0.0769230769231,0.153846153846,20,3,0.15
2013,1,3,11765,10,2,7,7,2,3,0,0,2,9,3,0,0,0,0,0,0,0,0,0.428571428571,1.28571428571,0.428571428571,1.71428571429,27,6,0.222222222222222
2009,1,4,11766,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2009,1,4,11766,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2009,1,4,11766,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2009,1,4,11766,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2009,1,4,11766,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2009,1,4,11766,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,1,4,11766,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,1,4,11766,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,1,4,11766,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,1,4,11766,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,1,4,11766,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,1,4,11766,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2010,1,4,11766,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,1,4,11766,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,1,4,11766,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,1,4,11766,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,1,4,11766,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,1,4,11766,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,1,4,11766,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2011,1,4,11766,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,4,11766,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,4,11766,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,4,11766,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,4,11766,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,4,11766,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,4,11766,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,4,11766,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2012,1,4,11766,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,4,11766,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
2013,1,4,11766,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA
